trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
511,False,"{'a': 0.5, 'e': 0.016772745526495048}",25,18,15.425990563355734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.016639098861723624}",35,24,17.144249711691156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.016506517104958845}",30,10,-8.545732841305556,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
514,False,"{'a': 0.5, 'e': 0.01637499177092302}",20,15,10.674958260294035,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.01624451444194987}",25,20,10.623418703719373,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.016115076767445814}",30,0,46.060367061055295,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.0159866704633555}",25,18,15.333664374160314,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.015859287311631637}",25,12,23.436731082709127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.015732919159709032}",25,16,17.36612914120351,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.01560755791998283}",30,16,26.61632938533987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.015483195569290899}",20,10,18.10560885333441,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.015359824148400343}",30,22,13.040342818825383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.015237435761498117}",25,0,42.416637918414985,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
524,False,"{'a': 0.5, 'e': 0.015116022575685681}",20,7,26.722708076705747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,2,32.3730313759076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.014876090787304737}",25,10,28.690890454816007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.014757556829019875}",20,14,12.80774866531639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.014639967359409327}",20,15,9.430905315637835,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.0145233148527069}",25,14,10.285239101460208,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.01440759184311235}",25,16,18.665133304023954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.014292790924313561}",30,16,21.93310443996742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.014178904749012544}",20,6,27.066289245822908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.014065926028455205}",30,17,21.428071209027486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.013953847531964868}",20,8,24.636735523800887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.013842662086479501}",30,18,26.98622803975687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.01373236257609264}",20,8,21.01760610632969,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.013622941941597973}",20,8,10.416980266861772,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.013514393180037542}",25,0,0.06615809210841861,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
539,False,"{'a': 0.5, 'e': 0.013406709344253556}",30,24,11.748042108995543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.013299883542443767}",25,15,-26.389563272702176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.0131939089377204}",30,18,22.193410337590322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.013088778747672577}",20,11,16.417675529385665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.012984486243932251}",25,6,16.741722129372356,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.012881024751743584}",35,24,20.414010866352793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.01277838764953576}",20,6,30.79691606860611,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.012676568368499208}",30,16,15.354849738304132,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.012575560392165182}",20,0,31.955397296461406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
548,False,"{'a': 0.5, 'e': 0.012475357255988723}",30,14,32.380510224373246,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.012375952546934911}",20,13,13.07232043414576,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.012277339903068436}",20,16,5.72608228854809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.012179513013146433}",20,8,23.950206637885763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.012082465616214554}",25,8,27.337173880333424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.01198619150120627}",20,12,14.95703491117596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
